"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","numBlurs","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","235","381350","0.0-18.0-1.46","","739","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Michael</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","","12","Michael","trustrating_stim/white_mw084.bmp","Kept","0.8,0.4","10","0.8","239","47"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","236","381615","0.0-18.0-2.46","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Michael</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","","12","Michael","trustrating_stim/white_mw084.bmp","Kept","0.8,0.4","10","0.8","235","47"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","237","382624","0.0-18.0-3.46","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Michael</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","12","Michael","trustrating_stim/white_mw084.bmp","Kept","0.8,0.4","10","0.8","235","47"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","238","383209","0.0-18.0-1.47","","583","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","","12","Evan","trustrating_stim/white_mw089.bmp","Shared","0.6,0.2","15","0.6","240","48"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","239","383476","0.0-18.0-2.47","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","","12","Evan","trustrating_stim/white_mw089.bmp","Shared","0.6,0.2","15","0.6","239","48"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","240","384480","0.0-18.0-3.47","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","12","Evan","trustrating_stim/white_mw089.bmp","Shared","0.6,0.2","15","0.6","241","48"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","241","385439","0.0-18.0-1.48","","957","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Michael</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","","13","Michael","trustrating_stim/white_mw084.bmp","Kept","0.8,0.4","10","0.8","246","49"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","242","385697","0.0-18.0-2.48","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Michael</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","","13","Michael","trustrating_stim/white_mw084.bmp","Kept","0.8,0.4","10","0.8","243","49"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","243","386701","0.0-18.0-3.48","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Michael</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","13","Michael","trustrating_stim/white_mw084.bmp","Kept","0.8,0.4","10","0.8","243","49"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","244","387694","0.0-18.0-1.49","","992","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","","13","Evan","trustrating_stim/white_mw089.bmp","Kept","0.6,0.2","15","0.6","248","50"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","245","387951","0.0-18.0-2.49","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","","13","Evan","trustrating_stim/white_mw089.bmp","Kept","0.6,0.2","15","0.6","246","50"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","246","388966","0.0-18.0-3.49","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","13","Evan","trustrating_stim/white_mw089.bmp","Kept","0.6,0.2","15","0.6","246","50"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","247","389935","0.0-18.0-1.50","","968","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","","13","Jordan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.4,0.8","14","0.4","251","51"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","248","390200","0.0-18.0-2.50","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","","13","Jordan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.4,0.8","14","0.4","249","51"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","249","391217","0.0-18.0-3.50","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>4</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","13","Jordan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.4,0.8","14","0.4","253","51"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","250","392010","0.0-18.0-1.51","","791","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","","13","Devin","trustrating_stim/white_mw046.bmp","Kept","0.2,0.6","13","0.2","258","52"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","251","392265","0.0-18.0-2.51","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","","13","Devin","trustrating_stim/white_mw046.bmp","Kept","0.2,0.6","13","0.2","257","52"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","252","393281","0.0-18.0-3.51","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","13","Devin","trustrating_stim/white_mw046.bmp","Kept","0.2,0.6","13","0.2","257","52"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","253","394500","0.0-18.0-1.52","","1218","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","","14","Jordan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.4,0.8","14","0.4","262","53"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","254","394760","0.0-18.0-2.52","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","","14","Jordan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.4,0.8","14","0.4","260","53"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","255","395766","0.0-18.0-3.52","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>4</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","14","Jordan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.4,0.8","14","0.4","264","53"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","256","396485","0.0-18.0-1.53","","715","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","","14","Devin","trustrating_stim/white_mw046.bmp","Kept","0.2,0.6","13","0.2","269","54"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","257","396753","0.0-18.0-2.53","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","","14","Devin","trustrating_stim/white_mw046.bmp","Kept","0.2,0.6","13","0.2","268","54"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","258","397761","0.0-18.0-3.53","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","14","Devin","trustrating_stim/white_mw046.bmp","Kept","0.2,0.6","13","0.2","268","54"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","259","398958","0.0-18.0-1.54","","1193","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Michael</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","","14","Michael","trustrating_stim/white_mw084.bmp","Kept","0.8,0.4","10","0.8","273","55"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","260","399216","0.0-18.0-2.54","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Michael</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","","14","Michael","trustrating_stim/white_mw084.bmp","Kept","0.8,0.4","10","0.8","271","55"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","261","400222","0.0-18.0-3.54","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Michael</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","14","Michael","trustrating_stim/white_mw084.bmp","Kept","0.8,0.4","10","0.8","271","55"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","262","401109","0.0-18.0-1.55","","887","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","","14","Evan","trustrating_stim/white_mw089.bmp","Kept","0.6,0.2","15","0.6","276","56"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","263","401366","0.0-18.0-2.55","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","","14","Evan","trustrating_stim/white_mw089.bmp","Kept","0.6,0.2","15","0.6","275","56"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","264","402382","0.0-18.0-3.55","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","14","Evan","trustrating_stim/white_mw089.bmp","Kept","0.6,0.2","15","0.6","275","56"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","265","403362","0.0-18.0-1.56","","976","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Michael</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","","15","Michael","trustrating_stim/white_mw084.bmp","Kept","0.8,0.4","10","0.8","280","57"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","266","403622","0.0-18.0-2.56","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Michael</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","","15","Michael","trustrating_stim/white_mw084.bmp","Kept","0.8,0.4","10","0.8","279","57"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","267","404629","0.0-18.0-3.56","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Michael</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","15","Michael","trustrating_stim/white_mw084.bmp","Kept","0.8,0.4","10","0.8","279","57"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","268","405262","0.0-18.0-1.57","","633","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","","15","Evan","trustrating_stim/white_mw089.bmp","Shared","0.6,0.2","15","0.6","284","58"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","269","405525","0.0-18.0-2.57","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","","15","Evan","trustrating_stim/white_mw089.bmp","Shared","0.6,0.2","15","0.6","283","58"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","270","406535","0.0-18.0-3.57","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","15","Evan","trustrating_stim/white_mw089.bmp","Shared","0.6,0.2","15","0.6","285","58"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","271","407622","0.0-18.0-1.58","","1085","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","","15","Jordan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.4,0.8","14","0.4","290","59"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","272","407882","0.0-18.0-2.58","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","","15","Jordan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.4,0.8","14","0.4","288","59"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","273","408899","0.0-18.0-3.58","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>4</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","15","Jordan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.4,0.8","14","0.4","292","59"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","274","409528","0.0-18.0-1.59","","626","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","","15","Devin","trustrating_stim/white_mw046.bmp","Shared","0.2,0.6","13","0.2","297","60"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","275","409799","0.0-18.0-2.59","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","","15","Devin","trustrating_stim/white_mw046.bmp","Shared","0.2,0.6","13","0.2","296","60"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","276","410800","0.0-18.0-3.59","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","15","Devin","trustrating_stim/white_mw046.bmp","Shared","0.2,0.6","13","0.2","298","60"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","277","412210","0.0-18.0-1.60","","1409","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Michael</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","","16","Michael","trustrating_stim/white_mw084.bmp","Shared","0.8,0.4","10","0.8","303","61"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","278","412470","0.0-18.0-2.60","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Michael</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","","16","Michael","trustrating_stim/white_mw084.bmp","Shared","0.8,0.4","10","0.8","302","61"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","279","413472","0.0-18.0-3.60","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Michael</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","16","Michael","trustrating_stim/white_mw084.bmp","Shared","0.8,0.4","10","0.8","304","61"
