"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","numBlurs","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","140","133266","0.0-5.0-1.67","","null","","","img/1to3/1.png","null","158","442","0.5","0.5","1","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","141","134591","0.0-5.0-2.67","","","","","","","158","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":102},{""stimulus"":""img/1to2/2.png"",""time"":205},{""stimulus"":""img/1to2/3.png"",""time"":310},{""stimulus"":""img/1to2/4.png"",""time"":413},{""stimulus"":""img/1to2/5.png"",""time"":516},{""stimulus"":""img/1to2/6.png"",""time"":616},{""stimulus"":""img/1to2/7.png"",""time"":717},{""stimulus"":""img/1to2/8.png"",""time"":818},{""stimulus"":""img/1to2/9.png"",""time"":917},{""stimulus"":""img/1to2/10.png"",""time"":1020},{""stimulus"":""img/1to2/11.png"",""time"":1124},{""stimulus"":""img/1to2/12.png"",""time"":1225}]","[]"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","142","134601","0.0-5.0-1.68","","8","","","img/2to1/1.png","2","157","247","0.5","0.5","2","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","143","135941","0.0-5.0-2.68","","","","","","","157","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":105},{""stimulus"":""img/2to3/2.png"",""time"":209},{""stimulus"":""img/2to3/3.png"",""time"":310},{""stimulus"":""img/2to3/4.png"",""time"":415},{""stimulus"":""img/2to3/5.png"",""time"":517},{""stimulus"":""img/2to3/6.png"",""time"":622},{""stimulus"":""img/2to3/7.png"",""time"":725},{""stimulus"":""img/2to3/8.png"",""time"":829},{""stimulus"":""img/2to3/9.png"",""time"":932},{""stimulus"":""img/2to3/10.png"",""time"":1037},{""stimulus"":""img/2to3/11.png"",""time"":1140},{""stimulus"":""img/2to3/12.png"",""time"":1240}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","144","136166","0.0-5.0-1.69","","null","","","img/3to2/1.png","null","156","222","0.5","0.5","3","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","145","137474","0.0-5.0-2.69","","","","","","","156","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":101},{""stimulus"":""img/3to2/2.png"",""time"":200},{""stimulus"":""img/3to2/3.png"",""time"":301},{""stimulus"":""img/3to2/4.png"",""time"":401},{""stimulus"":""img/3to2/5.png"",""time"":499},{""stimulus"":""img/3to2/6.png"",""time"":600},{""stimulus"":""img/3to2/7.png"",""time"":701},{""stimulus"":""img/3to2/8.png"",""time"":800},{""stimulus"":""img/3to2/9.png"",""time"":902},{""stimulus"":""img/3to2/10.png"",""time"":1002},{""stimulus"":""img/3to2/11.png"",""time"":1106},{""stimulus"":""img/3to2/12.png"",""time"":1210}]","[]"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","146","137575","0.0-5.0-1.70","","98","","","img/2to1/1.png","1","155","480","0.5","0.5","2","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","147","138907","0.0-5.0-2.70","","","","","","","155","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":106},{""stimulus"":""img/2to1/2.png"",""time"":208},{""stimulus"":""img/2to1/3.png"",""time"":311},{""stimulus"":""img/2to1/4.png"",""time"":416},{""stimulus"":""img/2to1/5.png"",""time"":517},{""stimulus"":""img/2to1/6.png"",""time"":617},{""stimulus"":""img/2to1/7.png"",""time"":716},{""stimulus"":""img/2to1/8.png"",""time"":818},{""stimulus"":""img/2to1/9.png"",""time"":919},{""stimulus"":""img/2to1/10.png"",""time"":1023},{""stimulus"":""img/2to1/11.png"",""time"":1126},{""stimulus"":""img/2to1/12.png"",""time"":1231}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","148","139417","0.0-5.0-1.71","","null","","","img/1to3/1.png","null","154","501","0.5","0.5","1","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","149","140744","0.0-5.0-2.71","","","","","","","154","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":105},{""stimulus"":""img/1to2/2.png"",""time"":207},{""stimulus"":""img/1to2/3.png"",""time"":310},{""stimulus"":""img/1to2/4.png"",""time"":409},{""stimulus"":""img/1to2/5.png"",""time"":510},{""stimulus"":""img/1to2/6.png"",""time"":613},{""stimulus"":""img/1to2/7.png"",""time"":717},{""stimulus"":""img/1to2/8.png"",""time"":816},{""stimulus"":""img/1to2/9.png"",""time"":916},{""stimulus"":""img/1to2/10.png"",""time"":1017},{""stimulus"":""img/1to2/11.png"",""time"":1121},{""stimulus"":""img/1to2/12.png"",""time"":1224}]","[]"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","150","141444","0.0-5.0-1.72","","699","","","img/2to1/1.png","2","153","404","0.5","0.5","2","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","151","142775","0.0-5.0-2.72","","","","","","","153","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":106},{""stimulus"":""img/2to3/2.png"",""time"":207},{""stimulus"":""img/2to3/3.png"",""time"":308},{""stimulus"":""img/2to3/4.png"",""time"":410},{""stimulus"":""img/2to3/5.png"",""time"":513},{""stimulus"":""img/2to3/6.png"",""time"":614},{""stimulus"":""img/2to3/7.png"",""time"":717},{""stimulus"":""img/2to3/8.png"",""time"":821},{""stimulus"":""img/2to3/9.png"",""time"":923},{""stimulus"":""img/2to3/10.png"",""time"":1026},{""stimulus"":""img/2to3/11.png"",""time"":1127},{""stimulus"":""img/2to3/12.png"",""time"":1229}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","152","143070","0.0-5.0-1.73","","null","","","img/3to2/1.png","null","152","292","0.5","0.5","3","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","153","144392","0.0-5.0-2.73","","","","","","","152","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":105},{""stimulus"":""img/3to1/2.png"",""time"":207},{""stimulus"":""img/3to1/3.png"",""time"":306},{""stimulus"":""img/3to1/4.png"",""time"":411},{""stimulus"":""img/3to1/5.png"",""time"":515},{""stimulus"":""img/3to1/6.png"",""time"":616},{""stimulus"":""img/3to1/7.png"",""time"":718},{""stimulus"":""img/3to1/8.png"",""time"":819},{""stimulus"":""img/3to1/9.png"",""time"":921},{""stimulus"":""img/3to1/10.png"",""time"":1021},{""stimulus"":""img/3to1/11.png"",""time"":1120},{""stimulus"":""img/3to1/12.png"",""time"":1221}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","154","145182","0.0-5.0-1.74","","null","","","img/1to3/1.png","null","151","787","0.5","0.5","1","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","155","146514","0.0-5.0-2.74","","","","","","","151","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":106},{""stimulus"":""img/1to2/2.png"",""time"":209},{""stimulus"":""img/1to2/3.png"",""time"":309},{""stimulus"":""img/1to2/4.png"",""time"":410},{""stimulus"":""img/1to2/5.png"",""time"":512},{""stimulus"":""img/1to2/6.png"",""time"":612},{""stimulus"":""img/1to2/7.png"",""time"":715},{""stimulus"":""img/1to2/8.png"",""time"":820},{""stimulus"":""img/1to2/9.png"",""time"":925},{""stimulus"":""img/1to2/10.png"",""time"":1024},{""stimulus"":""img/1to2/11.png"",""time"":1125},{""stimulus"":""img/1to2/12.png"",""time"":1231}]","[]"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","156","146551","0.0-5.0-1.75","","36","","","img/2to1/1.png","2","150","578","0.5","0.5","2","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","157","147886","0.0-5.0-2.75","","","","","","","150","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":105},{""stimulus"":""img/2to3/2.png"",""time"":207},{""stimulus"":""img/2to3/3.png"",""time"":311},{""stimulus"":""img/2to3/4.png"",""time"":415},{""stimulus"":""img/2to3/5.png"",""time"":514},{""stimulus"":""img/2to3/6.png"",""time"":615},{""stimulus"":""img/2to3/7.png"",""time"":716},{""stimulus"":""img/2to3/8.png"",""time"":820},{""stimulus"":""img/2to3/9.png"",""time"":923},{""stimulus"":""img/2to3/10.png"",""time"":1023},{""stimulus"":""img/2to3/11.png"",""time"":1128},{""stimulus"":""img/2to3/12.png"",""time"":1231}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","158","148318","0.0-5.0-1.76","","null","","","img/3to2/1.png","null","149","425","0.5","0.1","3","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","159","149654","0.0-5.0-2.76","","","","","","","149","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":104},{""stimulus"":""img/3to1/2.png"",""time"":206},{""stimulus"":""img/3to1/3.png"",""time"":310},{""stimulus"":""img/3to1/4.png"",""time"":414},{""stimulus"":""img/3to1/5.png"",""time"":518},{""stimulus"":""img/3to1/6.png"",""time"":621},{""stimulus"":""img/3to1/7.png"",""time"":722},{""stimulus"":""img/3to1/8.png"",""time"":822},{""stimulus"":""img/3to1/9.png"",""time"":923},{""stimulus"":""img/3to1/10.png"",""time"":1025},{""stimulus"":""img/3to1/11.png"",""time"":1129},{""stimulus"":""img/3to1/12.png"",""time"":1232}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","160","149915","0.0-5.0-1.77","","null","","","img/1to3/1.png","null","148","258","0.5","0.1","1","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","161","151245","0.0-5.0-2.77","","","","","","","148","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":102},{""stimulus"":""img/1to3/2.png"",""time"":201},{""stimulus"":""img/1to3/3.png"",""time"":305},{""stimulus"":""img/1to3/4.png"",""time"":407},{""stimulus"":""img/1to3/5.png"",""time"":512},{""stimulus"":""img/1to3/6.png"",""time"":613},{""stimulus"":""img/1to3/7.png"",""time"":718},{""stimulus"":""img/1to3/8.png"",""time"":819},{""stimulus"":""img/1to3/9.png"",""time"":923},{""stimulus"":""img/1to3/10.png"",""time"":1025},{""stimulus"":""img/1to3/11.png"",""time"":1126},{""stimulus"":""img/1to3/12.png"",""time"":1225}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","162","151869","0.0-5.0-1.78","","null","","","img/3to2/1.png","null","147","618","0.5","0.1","3","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","163","153203","0.0-5.0-2.78","","","","","","","147","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":104},{""stimulus"":""img/3to2/2.png"",""time"":207},{""stimulus"":""img/3to2/3.png"",""time"":311},{""stimulus"":""img/3to2/4.png"",""time"":414},{""stimulus"":""img/3to2/5.png"",""time"":515},{""stimulus"":""img/3to2/6.png"",""time"":620},{""stimulus"":""img/3to2/7.png"",""time"":721},{""stimulus"":""img/3to2/8.png"",""time"":820},{""stimulus"":""img/3to2/9.png"",""time"":924},{""stimulus"":""img/3to2/10.png"",""time"":1028},{""stimulus"":""img/3to2/11.png"",""time"":1130},{""stimulus"":""img/3to2/12.png"",""time"":1230}]","[]"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","164","153438","0.0-5.0-1.79","","233","","","img/2to1/1.png","1","146","419","0.5","0.1","2","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","165","154770","0.0-5.0-2.79","","","","","","","146","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":105},{""stimulus"":""img/2to1/2.png"",""time"":210},{""stimulus"":""img/2to1/3.png"",""time"":312},{""stimulus"":""img/2to1/4.png"",""time"":412},{""stimulus"":""img/2to1/5.png"",""time"":512},{""stimulus"":""img/2to1/6.png"",""time"":613},{""stimulus"":""img/2to1/7.png"",""time"":711},{""stimulus"":""img/2to1/8.png"",""time"":814},{""stimulus"":""img/2to1/9.png"",""time"":914},{""stimulus"":""img/2to1/10.png"",""time"":1019},{""stimulus"":""img/2to1/11.png"",""time"":1122},{""stimulus"":""img/2to1/12.png"",""time"":1226}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","166","156341","0.0-5.0-1.80","","null","","","img/1to3/1.png","null","145","1569","0.5","0.1","1","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","167","157671","0.0-5.0-2.80","","","","","","","145","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":102},{""stimulus"":""img/1to3/2.png"",""time"":202},{""stimulus"":""img/1to3/3.png"",""time"":307},{""stimulus"":""img/1to3/4.png"",""time"":410},{""stimulus"":""img/1to3/5.png"",""time"":513},{""stimulus"":""img/1to3/6.png"",""time"":615},{""stimulus"":""img/1to3/7.png"",""time"":716},{""stimulus"":""img/1to3/8.png"",""time"":816},{""stimulus"":""img/1to3/9.png"",""time"":918},{""stimulus"":""img/1to3/10.png"",""time"":1022},{""stimulus"":""img/1to3/11.png"",""time"":1123},{""stimulus"":""img/1to3/12.png"",""time"":1226}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","168","158033","0.0-5.0-1.81","","null","","","img/3to2/1.png","null","144","356","0.5","0.1","3","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","169","159359","0.0-5.0-2.81","","","","","","","144","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":101},{""stimulus"":""img/3to2/2.png"",""time"":201},{""stimulus"":""img/3to2/3.png"",""time"":303},{""stimulus"":""img/3to2/4.png"",""time"":406},{""stimulus"":""img/3to2/5.png"",""time"":507},{""stimulus"":""img/3to2/6.png"",""time"":607},{""stimulus"":""img/3to2/7.png"",""time"":706},{""stimulus"":""img/3to2/8.png"",""time"":810},{""stimulus"":""img/3to2/9.png"",""time"":914},{""stimulus"":""img/3to2/10.png"",""time"":1016},{""stimulus"":""img/3to2/11.png"",""time"":1118},{""stimulus"":""img/3to2/12.png"",""time"":1220}]","[]"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","170","159649","0.0-5.0-1.82","","289","","","img/2to1/1.png","1","143","414","0.5","0.1","2","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","171","160988","0.0-5.0-2.82","","","","","","","143","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":106},{""stimulus"":""img/2to1/2.png"",""time"":209},{""stimulus"":""img/2to1/3.png"",""time"":311},{""stimulus"":""img/2to1/4.png"",""time"":417},{""stimulus"":""img/2to1/5.png"",""time"":520},{""stimulus"":""img/2to1/6.png"",""time"":622},{""stimulus"":""img/2to1/7.png"",""time"":724},{""stimulus"":""img/2to1/8.png"",""time"":826},{""stimulus"":""img/2to1/9.png"",""time"":930},{""stimulus"":""img/2to1/10.png"",""time"":1033},{""stimulus"":""img/2to1/11.png"",""time"":1135},{""stimulus"":""img/2to1/12.png"",""time"":1236}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","172","161307","0.0-5.0-1.83","","null","","","img/1to3/1.png","null","142","313","0.5","0.1","1","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","173","162631","0.0-5.0-2.83","","","","","","","142","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":103},{""stimulus"":""img/1to3/2.png"",""time"":207},{""stimulus"":""img/1to3/3.png"",""time"":309},{""stimulus"":""img/1to3/4.png"",""time"":410},{""stimulus"":""img/1to3/5.png"",""time"":512},{""stimulus"":""img/1to3/6.png"",""time"":612},{""stimulus"":""img/1to3/7.png"",""time"":715},{""stimulus"":""img/1to3/8.png"",""time"":817},{""stimulus"":""img/1to3/9.png"",""time"":917},{""stimulus"":""img/1to3/10.png"",""time"":1017},{""stimulus"":""img/1to3/11.png"",""time"":1117},{""stimulus"":""img/1to3/12.png"",""time"":1219}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","174","163370","0.0-5.0-1.84","","null","","","img/3to2/1.png","null","141","734","0.5","0.1","3","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","175","164707","0.0-5.0-2.84","","","","","","","141","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":103},{""stimulus"":""img/3to2/2.png"",""time"":205},{""stimulus"":""img/3to2/3.png"",""time"":309},{""stimulus"":""img/3to2/4.png"",""time"":413},{""stimulus"":""img/3to2/5.png"",""time"":517},{""stimulus"":""img/3to2/6.png"",""time"":620},{""stimulus"":""img/3to2/7.png"",""time"":724},{""stimulus"":""img/3to2/8.png"",""time"":828},{""stimulus"":""img/3to2/9.png"",""time"":929},{""stimulus"":""img/3to2/10.png"",""time"":1030},{""stimulus"":""img/3to2/11.png"",""time"":1135},{""stimulus"":""img/3to2/12.png"",""time"":1237}]","[]"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","176","165430","0.0-5.0-1.85","","721","","","img/2to1/1.png","1","140","278","0.5","0.1","2","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","177","166769","0.0-5.0-2.85","","","","","","","140","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":105},{""stimulus"":""img/2to1/2.png"",""time"":208},{""stimulus"":""img/2to1/3.png"",""time"":309},{""stimulus"":""img/2to1/4.png"",""time"":412},{""stimulus"":""img/2to1/5.png"",""time"":514},{""stimulus"":""img/2to1/6.png"",""time"":618},{""stimulus"":""img/2to1/7.png"",""time"":721},{""stimulus"":""img/2to1/8.png"",""time"":825},{""stimulus"":""img/2to1/9.png"",""time"":924},{""stimulus"":""img/2to1/10.png"",""time"":1028},{""stimulus"":""img/2to1/11.png"",""time"":1133},{""stimulus"":""img/2to1/12.png"",""time"":1236}]","[]"
