"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","view_history","rt","success","stimulus","key_press","trialtype","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"animation","182","196441","0.0-5.0-2.88","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","137","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":110},{""stimulus"":""img/1to2/2.png"",""time"":199},{""stimulus"":""img/1to2/3.png"",""time"":313},{""stimulus"":""img/1to2/4.png"",""time"":397},{""stimulus"":""img/1to2/5.png"",""time"":500},{""stimulus"":""img/1to2/6.png"",""time"":609},{""stimulus"":""img/1to2/7.png"",""time"":694},{""stimulus"":""img/1to2/8.png"",""time"":796},{""stimulus"":""img/1to2/9.png"",""time"":905},{""stimulus"":""img/1to2/10.png"",""time"":1000},{""stimulus"":""img/1to2/11.png"",""time"":1092},{""stimulus"":""img/1to2/12.png"",""time"":1190}]","[]"
"image-keyboard-response","183","196668","0.0-5.0-1.89","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","225","","img/2to1/1.png","2","choice","136","731","0.5","0.1","2","3","",""
"animation","184","197969","0.0-5.0-2.89","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","136","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":101},{""stimulus"":""img/2to3/2.png"",""time"":210},{""stimulus"":""img/2to3/3.png"",""time"":306},{""stimulus"":""img/2to3/4.png"",""time"":401},{""stimulus"":""img/2to3/5.png"",""time"":496},{""stimulus"":""img/2to3/6.png"",""time"":604},{""stimulus"":""img/2to3/7.png"",""time"":693},{""stimulus"":""img/2to3/8.png"",""time"":804},{""stimulus"":""img/2to3/9.png"",""time"":897},{""stimulus"":""img/2to3/10.png"",""time"":1005},{""stimulus"":""img/2to3/11.png"",""time"":1098},{""stimulus"":""img/2to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","185","198216","0.0-5.0-1.90","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","null","","img/3to2/1.png","null","observe","135","234","0.5","0.1","3","1","",""
"animation","186","199509","0.0-5.0-2.90","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","135","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":113},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":313},{""stimulus"":""img/3to1/4.png"",""time"":406},{""stimulus"":""img/3to1/5.png"",""time"":496},{""stimulus"":""img/3to1/6.png"",""time"":609},{""stimulus"":""img/3to1/7.png"",""time"":694},{""stimulus"":""img/3to1/8.png"",""time"":794},{""stimulus"":""img/3to1/9.png"",""time"":903},{""stimulus"":""img/3to1/10.png"",""time"":997},{""stimulus"":""img/3to1/11.png"",""time"":1105},{""stimulus"":""img/3to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","187","200328","0.0-5.0-1.91","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","null","","img/1to3/1.png","null","observe","134","800","0.5","0.1","1","3","",""
"animation","188","201616","0.0-5.0-2.91","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","134","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":102},{""stimulus"":""img/1to3/2.png"",""time"":211},{""stimulus"":""img/1to3/3.png"",""time"":306},{""stimulus"":""img/1to3/4.png"",""time"":399},{""stimulus"":""img/1to3/5.png"",""time"":497},{""stimulus"":""img/1to3/6.png"",""time"":602},{""stimulus"":""img/1to3/7.png"",""time"":695},{""stimulus"":""img/1to3/8.png"",""time"":803},{""stimulus"":""img/1to3/9.png"",""time"":897},{""stimulus"":""img/1to3/10.png"",""time"":993},{""stimulus"":""img/1to3/11.png"",""time"":1100},{""stimulus"":""img/1to3/12.png"",""time"":1192}]","[]"
"image-keyboard-response","189","202239","0.0-5.0-1.92","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","null","","img/3to2/1.png","null","observe","133","610","0.5","0.1","3","1","",""
"animation","190","203528","0.0-5.0-2.92","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","133","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":108},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":309},{""stimulus"":""img/3to1/4.png"",""time"":398},{""stimulus"":""img/3to1/5.png"",""time"":497},{""stimulus"":""img/3to1/6.png"",""time"":605},{""stimulus"":""img/3to1/7.png"",""time"":699},{""stimulus"":""img/3to1/8.png"",""time"":808},{""stimulus"":""img/3to1/9.png"",""time"":901},{""stimulus"":""img/3to1/10.png"",""time"":994},{""stimulus"":""img/3to1/11.png"",""time"":1102},{""stimulus"":""img/3to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","191","203793","0.0-5.0-1.93","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","null","","img/1to3/1.png","null","observe","132","258","0.5","0.1","1","3","",""
"animation","192","205085","0.0-5.0-2.93","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","132","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":110},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":312},{""stimulus"":""img/1to3/4.png"",""time"":397},{""stimulus"":""img/1to3/5.png"",""time"":500},{""stimulus"":""img/1to3/6.png"",""time"":609},{""stimulus"":""img/1to3/7.png"",""time"":701},{""stimulus"":""img/1to3/8.png"",""time"":795},{""stimulus"":""img/1to3/9.png"",""time"":905},{""stimulus"":""img/1to3/10.png"",""time"":999},{""stimulus"":""img/1to3/11.png"",""time"":1091},{""stimulus"":""img/1to3/12.png"",""time"":1200}]","[]"
"image-keyboard-response","193","205505","0.0-5.0-1.94","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","null","","img/3to2/1.png","null","observe","131","408","0.5","0.1","3","1","",""
"animation","194","206793","0.0-5.0-2.94","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","131","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":109},{""stimulus"":""img/3to1/2.png"",""time"":200},{""stimulus"":""img/3to1/3.png"",""time"":311},{""stimulus"":""img/3to1/4.png"",""time"":397},{""stimulus"":""img/3to1/5.png"",""time"":498},{""stimulus"":""img/3to1/6.png"",""time"":607},{""stimulus"":""img/3to1/7.png"",""time"":699},{""stimulus"":""img/3to1/8.png"",""time"":811},{""stimulus"":""img/3to1/9.png"",""time"":902},{""stimulus"":""img/3to1/10.png"",""time"":996},{""stimulus"":""img/3to1/11.png"",""time"":1090},{""stimulus"":""img/3to1/12.png"",""time"":1197}]","[]"
"image-keyboard-response","195","208273","0.0-5.0-1.95","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","null","","img/1to3/1.png","null","observe","130","1471","0.5","0.1","1","2","",""
"animation","196","209561","0.0-5.0-2.95","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","130","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":109},{""stimulus"":""img/1to2/2.png"",""time"":202},{""stimulus"":""img/1to2/3.png"",""time"":310},{""stimulus"":""img/1to2/4.png"",""time"":398},{""stimulus"":""img/1to2/5.png"",""time"":496},{""stimulus"":""img/1to2/6.png"",""time"":605},{""stimulus"":""img/1to2/7.png"",""time"":699},{""stimulus"":""img/1to2/8.png"",""time"":807},{""stimulus"":""img/1to2/9.png"",""time"":900},{""stimulus"":""img/1to2/10.png"",""time"":993},{""stimulus"":""img/1to2/11.png"",""time"":1102},{""stimulus"":""img/1to2/12.png"",""time"":1196}]","[]"
"image-keyboard-response","197","209681","0.0-5.0-1.96","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","119","","img/2to1/1.png","1","choice","129","442","0.5","0.1","2","1","",""
"animation","198","210970","0.0-5.0-2.96","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","129","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":116},{""stimulus"":""img/2to1/2.png"",""time"":209},{""stimulus"":""img/2to1/3.png"",""time"":301},{""stimulus"":""img/2to1/4.png"",""time"":398},{""stimulus"":""img/2to1/5.png"",""time"":502},{""stimulus"":""img/2to1/6.png"",""time"":611},{""stimulus"":""img/2to1/7.png"",""time"":705},{""stimulus"":""img/2to1/8.png"",""time"":799},{""stimulus"":""img/2to1/9.png"",""time"":892},{""stimulus"":""img/2to1/10.png"",""time"":991},{""stimulus"":""img/2to1/11.png"",""time"":1094},{""stimulus"":""img/2to1/12.png"",""time"":1190}]","[]"
"image-keyboard-response","199","211697","0.0-5.0-1.97","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","null","","img/1to3/1.png","null","observe","128","716","0.5","0.1","1","2","",""
"animation","200","212985","0.0-5.0-2.97","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","128","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":108},{""stimulus"":""img/1to2/2.png"",""time"":200},{""stimulus"":""img/1to2/3.png"",""time"":313},{""stimulus"":""img/1to2/4.png"",""time"":406},{""stimulus"":""img/1to2/5.png"",""time"":501},{""stimulus"":""img/1to2/6.png"",""time"":610},{""stimulus"":""img/1to2/7.png"",""time"":694},{""stimulus"":""img/1to2/8.png"",""time"":797},{""stimulus"":""img/1to2/9.png"",""time"":906},{""stimulus"":""img/1to2/10.png"",""time"":991},{""stimulus"":""img/1to2/11.png"",""time"":1092},{""stimulus"":""img/1to2/12.png"",""time"":1189}]","[]"
"image-keyboard-response","201","213135","0.0-5.0-1.98","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","149","","img/2to1/1.png","1","choice","127","1163","0.5","0.1","2","1","",""
"animation","202","214425","0.0-5.0-2.98","63e51ddb19fccd05514c629c","bdp_cybrbll","Tue Mar 28 2023 18:15:25 GMT-0700 (Pacific Daylight Time)","446759","1","3","","","","","","","127","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":106},{""stimulus"":""img/2to1/2.png"",""time"":199},{""stimulus"":""img/2to1/3.png"",""time"":309},{""stimulus"":""img/2to1/4.png"",""time"":402},{""stimulus"":""img/2to1/5.png"",""time"":496},{""stimulus"":""img/2to1/6.png"",""time"":607},{""stimulus"":""img/2to1/7.png"",""time"":701},{""stimulus"":""img/2to1/8.png"",""time"":793},{""stimulus"":""img/2to1/9.png"",""time"":903},{""stimulus"":""img/2to1/10.png"",""time"":992},{""stimulus"":""img/2to1/11.png"",""time"":1105},{""stimulus"":""img/2to1/12.png"",""time"":1193}]","[]"
